Product Id,Product Type,Product,Type,Market Size,Market,State,Budget Sales,Budget Profit,Cogs,Profit,Sales,Total Expenses,Date,Country
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,200,90,92,79,232,61,6/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,90,50,43,40,107,24,6/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,West,Washington,80,30,47,41,125,37,6/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,West,Washington,60,20,40,24,99,35,6/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,West,Washington,80,0,53,-3,128,78,6/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,330,90,110,24,264,130,6/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,250,80,145,81,291,65,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,80,0,39,-10,95,66,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,90,20,47,21,110,42,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,100,20,51,12,115,52,7/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,90,20,50,23,109,36,7/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,80,30,41,27,94,26,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,270,140,94,98,230,38,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,150,50,52,31,131,48,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,320,150,127,139,312,46,7/1/2010,USA
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,260,120,104,111,256,41,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,200,80,87,71,199,41,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,220,120,104,111,256,41,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,170,70,87,72,199,40,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,270,150,127,139,312,46,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,200,90,94,99,230,37,7/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,110,30,52,31,131,48,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,800,340,291,259,678,128,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,620,220,266,168,532,98,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,390,170,154,150,376,72,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,590,230,238,208,567,121,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,590,240,291,258,678,129,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,330,150,154,150,376,72,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,460,150,266,167,532,99,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,520,170,270,197,602,135,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,50,20,20,13,49,16,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,31,43,12,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,23,12,54,19,7/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,60,30,25,17,61,19,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,70,20,34,9,75,32,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,120,10,59,-1,141,83,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,140,0,120,-12,169,61,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,90,30,44,17,103,42,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,70,0,40,1,89,48,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,70,0,36,0,82,46,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,100,40,35,32,87,20,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,110,50,39,35,96,22,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,130,40,60,32,132,40,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,170,40,76,31,169,62,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,30,20,18,9,44,17,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,50,40,23,16,57,18,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,250,100,114,104,286,68,7/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,290,110,141,128,336,67,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,340,120,145,81,291,65,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,130,30,51,11,115,53,7/1/2010,USA
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,110,40,47,20,110,43,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,80,30,34,18,85,33,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,90,0,39,-9,95,65,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,90,40,39,29,104,36,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,120,60,59,58,144,27,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,70,10,36,21,90,33,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,90,0,47,-6,113,72,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,220,90,86,56,189,47,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,130,60,50,36,115,29,7/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,130,20,59,18,133,56,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,310,60,124,32,297,141,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,230,80,97,71,227,59,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,90,50,35,32,87,20,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,50,20,20,15,51,16,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,40,76,32,169,61,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,100,40,60,33,132,39,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,110,20,47,-5,113,71,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,90,20,43,16,100,41,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,210,90,90,75,225,60,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,East,Florida,110,50,45,41,110,24,7/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,East,Florida,150,70,59,58,144,27,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,50,36,115,29,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,100,30,59,19,133,55,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,140,50,86,55,189,48,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,290,60,124,32,297,141,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,220,80,97,71,227,59,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,East,Florida,270,120,114,104,286,68,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,310,130,141,129,336,66,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,60,30,23,16,57,18,7/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,40,20,18,9,44,17,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,80,20,51,11,115,53,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,100,20,39,7,111,65,7/1/2010,USA
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,280,100,145,81,291,65,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,630,560,52,564,665,49,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,60,30,25,17,61,19,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,31,43,12,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,60,10,36,0,82,46,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,130,10,59,-1,141,83,7/1/2010,USA
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,80,10,40,0,89,49,7/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,140,70,61,49,151,41,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,150,60,64,43,160,53,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,East,New York,330,160,127,138,312,47,7/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,East,New York,270,120,104,111,256,41,7/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,East,New York,240,120,94,98,230,38,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,610,310,270,388,793,135,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,150,-110,260,-164,198,102,7/1/2010,USA
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,530,190,266,182,546,98,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,70,-240,162,-266,77,181,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,East,New York,860,370,364,370,912,178,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,180,90,59,58,144,27,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,120,50,40,36,99,23,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,100,40,46,32,106,28,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,160,40,76,31,169,62,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,90,0,47,-6,113,72,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,80,30,39,30,104,35,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,70,20,36,21,90,33,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,210,10,120,-11,169,60,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,200,70,64,44,160,52,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,50,20,25,17,61,19,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,70,20,34,10,75,31,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,70,10,40,1,89,48,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,120,0,59,-1,141,83,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,80,20,44,18,103,41,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,70,40,23,16,57,18,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,110,40,41,28,94,25,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,290,60,124,32,297,141,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,130,30,59,19,133,55,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,280,110,141,128,336,67,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,30,20,18,9,44,17,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,240,100,114,103,286,69,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,240,110,87,71,199,41,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,South,Texas,700,290,260,206,567,101,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,80,30,34,19,85,32,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,100,30,47,20,110,43,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,110,40,52,30,131,49,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,220,120,104,112,256,40,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,190,90,94,98,230,38,7/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,West,Utah,160,60,60,32,132,40,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,West,Utah,120,40,43,16,100,41,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,130,60,61,48,151,42,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,140,60,64,44,160,52,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,140,-10,120,-12,169,61,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,West,Utah,90,10,59,0,141,82,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,West,Utah,70,30,44,17,103,42,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,West,Utah,60,20,40,1,89,48,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,210,70,76,31,169,62,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,90,50,39,36,96,21,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,100,40,46,32,106,28,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,80,40,35,31,87,21,7/1/2010,USA
1,Coffee,Amaretto,Regular,Major Market,West,California,100,-150,154,-138,87,71,7/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,West,California,1140,530,364,370,912,178,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,270,150,127,139,312,46,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,490,200,260,205,567,102,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,West,California,170,70,87,72,199,40,7/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,West,California,170,100,104,112,256,40,7/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,West,California,150,80,94,98,230,38,7/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,West,California,80,20,52,30,131,49,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,250,-150,238,-157,202,121,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Major Market,West,California,510,170,266,167,532,99,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,370,60,162,45,387,180,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,West,California,650,260,291,259,678,128,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,West,Nevada,100,20,36,-1,82,47,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Nevada,340,70,162,45,387,180,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,West,Nevada,490,200,238,208,567,121,7/1/2010,USA
10,Herbal Tea,Mint,Decaf,Small Market,West,Nevada,330,150,154,150,376,72,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,West,Nevada,460,190,291,258,678,129,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,West,Nevada,360,130,266,168,532,98,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,West,Nevada,0,-250,270,-378,27,135,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Nevada,90,30,34,9,75,32,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,West,Nevada,40,30,0,32,43,11,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,West,Nevada,50,20,25,17,61,19,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Nevada,40,20,20,12,49,17,7/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,110,20,39,-10,95,66,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,West,Oregon,110,20,39,0,94,55,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,60,40,30,24,74,20,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,80,30,41,27,94,26,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,20,10,18,9,44,17,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,190,80,114,104,286,68,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,West,Oregon,220,90,141,129,336,66,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,100,40,34,18,85,33,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,West,Oregon,110,30,51,12,115,52,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,West,Oregon,100,30,47,20,110,43,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,270,90,145,81,291,65,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,190,80,90,75,225,60,7/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,80,50,40,37,99,22,7/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,West,Washington,70,30,39,29,104,36,7/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,West,Washington,60,30,36,20,90,34,7/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,West,Washington,70,0,47,-5,113,71,7/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,West,Washington,260,120,86,75,211,50,7/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,370,100,124,31,297,142,7/1/2010,USA
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,110,50,50,36,115,29,7/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,120,20,59,18,133,56,7/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,180,70,86,56,189,47,7/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,250,80,145,82,291,64,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,70,0,37,-10,89,62,8/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,90,30,46,20,108,42,8/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,90,10,49,9,109,51,8/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,80,20,41,16,91,34,8/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,130,50,68,53,155,34,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,280,130,100,105,245,40,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,150,50,52,30,131,49,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,330,160,132,144,323,47,8/1/2010,USA
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,310,140,123,133,301,45,8/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,120,50,52,39,120,29,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,260,140,123,132,301,46,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,100,40,52,39,120,29,8/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,280,140,132,143,323,48,8/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,210,100,100,105,245,40,8/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,110,30,52,30,131,49,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,810,340,295,262,687,130,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,620,220,266,167,532,99,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,390,170,154,150,376,72,8/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,490,190,196,163,467,108,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,600,250,295,262,687,130,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,330,150,154,151,376,71,8/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,460,150,266,167,532,99,8/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,550,180,284,207,632,141,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,60,30,23,18,58,17,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,31,43,12,8/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,90,20,41,15,90,34,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,30,10,14,1,32,17,8/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,60,30,25,19,63,19,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,130,20,63,2,151,86,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,120,-20,120,-41,139,60,8/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,90,30,45,19,105,41,8/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,50,-10,29,-9,65,45,8/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,70,0,38,1,86,47,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,90,40,34,29,83,20,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,90,50,32,28,80,20,8/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,160,40,72,27,160,61,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,110,30,50,24,110,36,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,30,20,16,9,41,16,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,40,30,22,16,55,17,8/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,250,100,114,103,286,69,8/1/2010,USA
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,240,100,116,103,277,58,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,340,120,145,81,291,65,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,120,20,49,8,109,52,8/1/2010,USA
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,110,40,46,19,108,43,8/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,80,30,34,19,85,32,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,90,10,37,-11,89,63,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,110,50,47,41,126,38,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,130,70,63,63,154,28,8/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,70,10,36,20,90,34,8/1/2010,USA
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,90,10,44,-7,105,68,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,260,100,103,70,226,53,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,80,30,30,18,69,21,8/1/2010,USA
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,140,30,63,21,140,56,8/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,330,60,133,35,317,149,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,240,90,99,73,231,59,8/1/2010,USA
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,80,40,34,28,83,21,8/1/2010,USA
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,50,20,19,12,47,16,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,120,30,72,28,160,60,8/1/2010,USA
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,80,30,50,24,110,36,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,100,10,44,-8,105,69,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,90,20,42,16,98,40,8/1/2010,USA
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,210,90,90,75,225,60,8/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,East,Florida,120,60,46,44,114,24,8/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,East,Florida,160,80,63,63,154,28,8/1/2010,USA
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,50,20,30,18,69,21,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,100,30,63,20,140,57,8/1/2010,USA
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,170,70,103,70,226,53,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,310,60,133,35,317,149,8/1/2010,USA
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,220,80,99,73,231,59,8/1/2010,USA
2,Coffee,Columbian,Regular,Major Market,East,Florida,270,120,114,104,286,68,8/1/2010,USA
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,260,100,116,102,277,59,8/1/2010,USA
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,50,20,22,16,55,17,8/1/2010,USA
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,40,20,16,9,41,16,8/1/2010,USA
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,80,20,49,9,109,51,8/1/2010,USA
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,100,20,37,6,105,62,8/1/2010,USA
